region,duration,entry_year,entry_month,entry_hour
Alaska,65.0,2024,4,19
Alaska,65.0,2024,9,11
Alaska,,2020,4,13
Alaska,30.0,2022,9,2
Alaska,30.0,2022,8,12
Alaska,21.0,2021,11,19
Alaska,,2022,11,22
Alaska,53.0,2023,5,7
Alaska,21.0,2021,5,23
Alaska,22.0,2021,9,9
Alaska,,2022,8,21
Alaska,30.0,2022,5,19
Alaska,,2024,10,23
Alaska,,2024,2,12
Alaska,21.0,2021,9,2
Alaska,4.0,2020,10,5
Alaska,,2024,4,9
Alaska,25.0,2021,6,22
Alaska,53.0,2023,12,10
Alaska,,2021,11,1
Alaska,4.0,2020,8,4
Alaska,28.0,2021,6,9
Alaska,53.0,2023,12,19
Alaska,,2024,7,3
Alaska,,2023,12,17
Alaska,53.0,2023,5,19
Alaska,,2022,9,16
Alaska,30.0,2022,5,9
Alaska,30.0,2022,5,4
Alaska,4.0,2020,2,10
Alaska,54.0,2023,9,17
Alaska,55.0,2023,10,3
Alaska,27.0,2021,8,9
Alaska,1.0,2020,9,19
Alaska,,2023,8,5
Alaska,1.0,2020,5,5
Alaska,28.0,2021,9,2
Alaska,2.0,2020,1,3
Alaska,30.0,2022,10,3
Alaska,55.0,2023,7,23
Alaska,55.0,2023,9,10
Alaska,,2023,3,17
Alaska,55.0,2023,5,23
Alaska,,2024,6,21
Alaska,,2024,7,12
Alaska,55.0,2023,11,7
Alaska,,2024,2,23
Alaska,55.0,2023,10,9
Alaska,55.0,2023,7,8
Alaska,1.0,2020,8,11
Alaska,30.0,2022,7,11
Alaska,,2023,9,22
Alaska,30.0,2022,8,23
Alaska,30.0,2022,10,2
Alaska,,2024,7,3
Alaska,1.0,2020,3,8
Alaska,,2024,2,11
Alaska,64.0,2024,1,15
Alaska,1.0,2020,5,11
Alaska,55.0,2023,12,13
Alaska,2.0,2020,9,13
Alaska,,2024,5,17
Alaska,29.0,2021,6,4
Alaska,2.0,2020,9,12
Alaska,,2022,3,11
Alaska,30.0,2022,8,4
Alaska,55.0,2023,12,22
Alaska,55.0,2023,5,9
Alaska,,2024,1,12
Alaska,,2021,7,15
Alaska,,2024,9,14
Alaska,55.0,2023,4,3
Alaska,,2024,6,8
Alaska,30.0,2022,6,8
Alaska,2.0,2020,4,16
Alaska,,2020,2,19
Alaska,55.0,2023,3,11
Alaska,55.0,2023,6,3
Alaska,30.0,2022,5,18
Alaska,2.0,2020,5,23
Alaska,,2021,1,21
Alaska,7.0,2020,8,13
Alaska,30.0,2022,7,18
Alaska,55.0,2023,7,12
Alaska,26.0,2021,10,2
Alaska,7.0,2020,8,14
Alaska,30.0,2022,7,3
Alaska,30.0,2022,10,20
Alaska,30.0,2022,12,7
Alaska,25.0,2021,5,21
Alaska,55.0,2023,1,16
Alaska,30.0,2022,2,16
Alaska,,2020,8,0
Alaska,,2023,4,8
Alaska,30.0,2022,4,10
Alaska,25.0,2021,1,14
Alaska,7.0,2020,10,3
Alaska,30.0,2022,4,1
Alaska,,2020,11,17
Alaska,30.0,2022,6,5
Alaska,54.0,2023,9,4
Alaska,30.0,2022,6,22
Alaska,54.0,2023,8,21
Alaska,30.0,2022,3,9
Alaska,30.0,2022,9,14
Alaska,54.0,2023,6,3
Alaska,,2020,6,13
Alaska,,2024,5,16
Alaska,30.0,2022,12,2
Alaska,54.0,2023,2,14
Alaska,30.0,2022,10,8
Alaska,,2022,10,2
Alaska,,2020,3,6
Alaska,,2024,6,15
Alaska,6.0,2020,8,7
Alaska,,2022,5,12
Alaska,,2024,9,10
Alaska,26.0,2021,5,18
Alaska,6.0,2020,4,10
Alaska,,2021,2,19
Alaska,5.0,2020,1,20
Alaska,5.0,2020,10,5
Alaska,30.0,2022,10,0
Alaska,5.0,2020,6,13
Alaska,6.0,2020,9,0
Alaska,,2024,5,4
Alaska,54.0,2023,2,20
Alaska,26.0,2021,4,3
Alaska,,2024,3,21
Alaska,54.0,2023,4,3
Alaska,28.0,2021,5,11
Alaska,,2024,9,17
Alaska,29.0,2021,8,8
Alaska,,2024,6,6
Alaska,66.0,2024,3,9
Alaska,29.0,2021,11,2
Alaska,29.0,2022,2,13
Alaska,29.0,2022,1,9
Alaska,,2023,5,4
Alaska,54.0,2023,4,22
Alaska,29.0,2022,5,6
Alaska,9.0,2020,12,18
Pacific West,,2023,10,12
Pacific West,15.0,2021,1,19
Pacific West,15.0,2021,9,8
Pacific West,54.0,2023,5,4
Pacific West,30.0,2022,5,13
Pacific West,16.0,2021,7,0
Pacific West,30.0,2022,4,14
Pacific West,54.0,2023,1,6
Pacific West,66.0,2024,10,14
Pacific West,15.0,2021,1,2
Pacific West,16.0,2021,1,23
Pacific West,16.0,2021,9,10
Pacific West,16.0,2021,12,7
Pacific West,30.0,2022,1,4
Pacific West,54.0,2023,8,5
Pacific West,15.0,2021,9,13
Pacific West,8.0,2020,11,1
Pacific West,54.0,2023,11,18
Pacific West,66.0,2024,10,20
Pacific West,54.0,2023,1,4
Pacific West,18.0,2021,5,19
Pacific West,8.0,2020,2,9
Pacific West,9.0,2020,3,10
Pacific West,,2024,3,20
Pacific West,30.0,2022,7,15
Pacific West,9.0,2020,3,11
Pacific West,51.0,2023,9,6
Pacific West,8.0,2020,11,16
Pacific West,,2024,6,15
Pacific West,7.0,2020,4,3
Pacific West,30.0,2022,10,23
Pacific West,,2022,8,1
Pacific West,8.0,2020,3,13
Pacific West,51.0,2023,12,13
Pacific West,7.0,2020,11,22
Pacific West,19.0,2021,5,15
Pacific West,30.0,2022,5,14
Pacific West,,2022,1,10
Pacific West,51.0,2023,1,2
Pacific West,,2022,2,23
Pacific West,30.0,2022,5,11
Pacific West,30.0,2022,2,14
Pacific West,,2024,3,1
Pacific West,51.0,2023,3,9
Pacific West,19.0,2021,2,8
Pacific West,,2020,7,2
Pacific West,1.0,2020,11,12
Pacific West,1.0,2020,11,2
Pacific West,17.0,2021,5,14
Pacific West,51.0,2023,6,10
Pacific West,1.0,2020,10,7
Pacific West,30.0,2022,4,14
Pacific West,,2024,9,8
Pacific West,30.0,2022,8,6
Pacific West,3.0,2020,2,17
Pacific West,17.0,2021,7,16
Pacific West,,2021,5,6
Pacific West,,2021,11,16
Pacific West,,2023,12,1
Pacific West,4.0,2020,8,9
Pacific West,,2022,4,9
Pacific West,30.0,2022,1,2
Pacific West,30.0,2022,7,18
Pacific West,,2024,3,2
Pacific West,30.0,2022,2,15
Pacific West,,2024,10,21
Pacific West,52.0,2023,9,0
Pacific West,3.0,2020,12,0
Pacific West,30.0,2022,8,7
Pacific West,30.0,2022,5,18
Pacific West,67.0,2024,2,23
Pacific West,3.0,2020,4,4
Pacific West,,2024,10,4
Pacific West,3.0,2020,9,10
Pacific West,18.0,2021,8,23
Pacific West,18.0,2021,10,11
Pacific West,17.0,2021,5,5
Pacific West,30.0,2022,12,10
Pacific West,13.0,2020,2,13
Pacific West,52.0,2023,7,10
Alaska,,2020,6,1
Alaska,30.0,2022,7,2
Alaska,17.0,2021,1,8
Alaska,,2024,7,7
Alaska,30.0,2022,8,3
Alaska,,2024,3,18
Alaska,,2024,4,15
Alaska,,2022,8,20
Alaska,17.0,2021,12,17
Alaska,66.0,2024,8,3
Alaska,,2024,4,15
Alaska,,2024,9,2
Alaska,17.0,2021,6,15
Alaska,30.0,2022,9,13
Alaska,18.0,2021,10,15
Alaska,,2021,3,21
Alaska,,2022,4,16
Alaska,51.0,2023,4,12
Alaska,30.0,2022,5,23
Alaska,,2024,8,7
Alaska,9.0,2020,9,11
Alaska,,2020,3,19
Alaska,51.0,2023,2,1
Alaska,51.0,2023,5,13
Alaska,30.0,2022,7,20
Alaska,19.0,2021,1,23
Alaska,9.0,2020,3,16
Alaska,11.0,2020,11,18
Alaska,,2023,9,22
Alaska,11.0,2020,3,16
Alaska,19.0,2021,7,8
Alaska,30.0,2022,12,12
Alaska,11.0,2020,1,0
Alaska,30.0,2022,1,3
Alaska,,2024,9,0
Alaska,51.0,2023,2,4
Alaska,,2024,5,14
Alaska,51.0,2023,9,9
Alaska,,2020,7,14
Alaska,,2020,3,6
Alaska,51.0,2023,7,22
Alaska,16.0,2021,6,22
Alaska,,2024,2,20
Alaska,16.0,2021,8,15
Alaska,15.0,2021,1,21
Alaska,29.0,2022,12,9
Alaska,15.0,2021,11,23
Alaska,,2023,7,18
Alaska,29.0,2022,8,15
Alaska,,2022,8,7
Alaska,16.0,2021,9,22
Alaska,29.0,2022,10,17
Alaska,,2024,10,8
Alaska,16.0,2021,7,16
Alaska,13.0,2020,8,18
Alaska,29.0,2022,4,12
Alaska,,2024,9,3
Alaska,,2023,5,22
Alaska,34.0,2022,7,17
Alaska,31.0,2022,7,1
Alaska,35.0,2022,9,18
Alaska,15.0,2021,4,13
Alaska,35.0,2022,7,11
Alaska,51.0,2023,1,6
Alaska,65.0,2024,4,0
Alaska,15.0,2021,1,21
Alaska,51.0,2023,9,5
Alaska,51.0,2023,7,16
Alaska,35.0,2022,2,19
Alaska,13.0,2020,4,10
Alaska,51.0,2023,12,23
Alaska,35.0,2022,1,5
Alaska,12.0,2020,12,7
Alaska,13.0,2020,9,2
Alaska,66.0,2024,7,0
Alaska,,2022,5,21
Alaska,14.0,2020,6,10
Alaska,,2024,3,16
Alaska,35.0,2022,8,1
Alaska,35.0,2022,11,3
Alaska,51.0,2023,1,23
Alaska,,2023,3,1
Alaska,,2024,8,15
Alaska,14.0,2020,2,10
Alaska,,2022,9,17
Alaska,14.0,2020,10,7
Alaska,,2024,8,0
Alaska,,2021,5,21
Alaska,14.0,2020,10,13
Alaska,51.0,2023,5,21
Alaska,51.0,2023,4,21
Alaska,,2022,10,1
Alaska,14.0,2020,5,15
Alaska,14.0,2020,3,6
Alaska,14.0,2020,2,2
Alaska,34.0,2022,9,21
Alaska,,2022,6,5
Alaska,,2024,2,1
Alaska,,2024,8,5
Alaska,15.0,2021,3,16
Alaska,11.0,2020,6,12
Alaska,34.0,2022,1,1
Alaska,,2023,10,11
Alaska,34.0,2022,11,17
Alaska,,2024,10,11
Alaska,15.0,2021,8,10
Alaska,11.0,2020,5,12
Alaska,,2024,4,8
Alaska,,2024,8,2
Alaska,16.0,2021,11,17
Alaska,10.0,2020,5,14
Alaska,34.0,2022,8,22
Alaska,10.0,2020,5,23
Alaska,,2024,9,1
Alaska,,2024,6,8
Alaska,64.0,2024,7,15
Alaska,,2024,8,21
Alaska,,2024,5,13
Alaska,,2020,2,14
Alaska,34.0,2022,12,22
Alaska,52.0,2023,6,11
Alaska,16.0,2021,4,17
Alaska,34.0,2022,7,11
Alaska,,2023,5,5
Alaska,34.0,2022,5,8
Alaska,34.0,2022,2,2
Alaska,15.0,2021,7,6
Alaska,15.0,2021,5,23
Alaska,,2022,10,22
Alaska,63.0,2024,3,2
Alaska,,2020,10,15
Alaska,52.0,2023,11,21
Alaska,34.0,2022,6,15
Alaska,52.0,2023,8,21
Alaska,,2021,1,2
Alaska,16.0,2021,5,19
Alaska,,2024,1,18
Alaska,12.0,2020,5,21
Alaska,52.0,2023,6,14
Alaska,34.0,2022,7,7
Alaska,34.0,2022,10,14
Alaska,34.0,2022,8,3
Pacific West,53.0,2023,6,4
Pacific West,35.0,2022,11,2
Pacific West,35.0,2022,9,5
Pacific West,,2024,7,21
Pacific West,,2023,1,10
Pacific West,11.0,2020,5,1
Pacific West,11.0,2020,6,10
Pacific West,35.0,2022,5,14
Pacific West,53.0,2023,8,22
Pacific West,,2021,10,12
Pacific West,19.0,2021,2,18
Pacific West,,2024,3,13
Pacific West,,2020,10,1
Pacific West,,2024,10,14
Pacific West,19.0,2021,6,13
Pacific West,,2020,7,20
Pacific West,19.0,2021,7,5
Pacific West,,2024,7,8
Pacific West,11.0,2020,5,7
Pacific West,35.0,2022,8,3
Pacific West,53.0,2023,6,14
Pacific West,53.0,2023,6,0
Pacific West,11.0,2020,5,7
Pacific West,11.0,2020,8,12
Pacific West,35.0,2022,1,2
Pacific West,53.0,2023,9,16
Pacific West,,2021,12,20
Pacific West,19.0,2021,7,14
Pacific West,,2024,8,23
Pacific West,11.0,2020,4,23
Pacific West,19.0,2021,12,7
Pacific West,,2020,3,7
Pacific West,11.0,2020,1,2
Pacific West,,2024,9,22
Pacific West,,2023,6,19
Pacific West,19.0,2021,5,18
Pacific West,11.0,2020,9,7
Pacific West,,2022,7,3
Pacific West,,2023,3,13
Pacific West,19.0,2021,12,7
Pacific West,35.0,2022,7,17
Pacific West,12.0,2020,2,19
Pacific West,,2024,3,14
Pacific West,12.0,2020,12,15
Pacific West,,2020,1,12
Pacific West,52.0,2023,6,6
Pacific West,18.0,2021,5,4
Pacific West,35.0,2022,7,20
Pacific West,52.0,2023,4,18
Pacific West,,2023,3,6
Pacific West,,2021,8,6
Pacific West,12.0,2020,10,0
Pacific West,18.0,2021,5,13
Pacific West,63.0,2024,7,1
Pacific West,18.0,2021,2,14
Pacific West,52.0,2023,7,7
Pacific West,11.0,2020,5,1
Pacific West,12.0,2020,5,10
Pacific West,52.0,2023,5,13
Pacific West,35.0,2022,8,3
Pacific West,,2024,2,17
Pacific West,18.0,2021,6,6
Pacific West,,2024,5,13
Pacific West,18.0,2021,10,10
Pacific West,19.0,2021,1,7
Pacific West,,2022,2,14
Pacific West,35.0,2022,9,13
Pacific West,52.0,2023,2,5
Pacific West,,2021,5,9
Pacific West,19.0,2021,8,15
Pacific West,,2022,12,8
Pacific West,35.0,2022,6,5
Pacific West,9.0,2020,2,12
Pacific West,,2024,7,13
Pacific West,9.0,2020,4,21
Pacific West,,2022,12,12
Pacific West,,2024,8,3
Pacific West,,2024,7,21
Pacific West,19.0,2021,5,16
Pacific West,52.0,2023,7,22
Pacific West,10.0,2020,7,9
Pacific West,35.0,2022,11,15
Pacific West,52.0,2023,7,13
Pacific West,,2020,6,14
Southeast,35.0,2022,12,9
Southeast,,2021,3,13
Southeast,,2024,9,1
Southeast,63.0,2024,7,2
Southeast,9.0,2020,12,23
Southeast,,2024,5,0
Southeast,,2024,7,2
Southeast,,2022,4,11
Southeast,9.0,2020,5,1
Southeast,52.0,2023,7,13
Southeast,,2024,7,0
Southeast,,2023,2,21
Southeast,9.0,2020,5,19
Southeast,19.0,2021,11,21
Southeast,,2024,8,23
Southeast,9.0,2020,11,21
Southeast,9.0,2020,3,7
Southeast,35.0,2022,1,2
Southeast,10.0,2020,2,17
Southeast,10.0,2020,2,5
Southeast,19.0,2021,11,6
Southeast,,2024,4,5
Southeast,62.0,2024,6,22
Southeast,52.0,2023,3,2
Southeast,19.0,2021,5,1
Southeast,35.0,2022,6,12
Southeast,,2021,3,0
Southeast,,2020,1,14
Southeast,,2023,7,18
Southeast,19.0,2021,5,21
Southeast,,2024,5,19
Southeast,,2024,9,8
Southeast,,2022,7,18
Southeast,10.0,2020,9,0
Southeast,11.0,2020,5,1
Southeast,,2024,7,19
Southeast,57.0,2023,5,11
Southeast,,2024,4,12
Southeast,10.0,2020,3,2
Southeast,10.0,2020,11,2
Southeast,,2024,10,5
Southeast,,2023,2,3
Southeast,12.0,2020,6,21
Southeast,,2024,5,6
Southeast,19.0,2021,11,18
Southeast,19.0,2021,10,23
Southeast,19.0,2021,4,1
Southeast,35.0,2022,10,18
Southeast,10.0,2020,2,14
Southeast,,2021,12,6
Southeast,57.0,2023,1,21
Southeast,35.0,2022,6,12
Southeast,,2020,7,22
Southeast,,2021,6,9
Southeast,,2022,3,4
Southeast,,2024,4,18
Southeast,15.0,2020,11,3
Southeast,35.0,2022,4,23
Southeast,17.0,2021,9,23
Southeast,,2024,10,22
Southeast,,2024,4,14
Southeast,,2022,6,4
Southeast,17.0,2021,11,13
Southeast,17.0,2021,3,22
Southeast,14.0,2020,6,18
Southeast,,2023,2,7
Southeast,,2024,5,6
Southeast,17.0,2021,5,14
Southeast,34.0,2022,7,14
Southeast,17.0,2021,6,14
Southeast,,2024,3,1
Southeast,14.0,2020,8,18
Southeast,57.0,2023,9,8
Southeast,57.0,2023,1,14
Southeast,34.0,2022,9,21
Southeast,,2022,11,5
Southeast,,2022,10,15
Southeast,,2024,3,22
Southeast,,2024,3,9
Southeast,,2024,1,5
Southeast,,2024,1,7
Southeast,57.0,2023,7,10
Southeast,14.0,2020,4,22
Intermountain,34.0,2022,10,3
Intermountain,14.0,2020,5,12
Intermountain,14.0,2020,6,23
Intermountain,,2020,5,2
Intermountain,,2024,6,12
Intermountain,17.0,2021,4,9
Intermountain,57.0,2023,1,9
Intermountain,57.0,2023,5,22
Intermountain,34.0,2022,2,18
Intermountain,57.0,2023,8,20
Intermountain,14.0,2020,2,9
Intermountain,14.0,2020,6,16
Intermountain,,2022,5,19
Intermountain,34.0,2022,1,5
Intermountain,34.0,2022,7,14
Intermountain,,2020,5,23
Intermountain,57.0,2023,1,2
Intermountain,57.0,2023,4,19
Intermountain,34.0,2022,3,9
Intermountain,13.0,2020,10,4
Intermountain,,2022,2,10
Intermountain,18.0,2021,6,19
Intermountain,17.0,2021,4,11
Intermountain,,2022,11,2
Intermountain,18.0,2021,3,15
Intermountain,12.0,2020,7,10
Intermountain,34.0,2022,5,15
Intermountain,,2024,7,22
Intermountain,,2020,10,19
Intermountain,34.0,2022,4,3
Intermountain,,2021,9,8
Intermountain,12.0,2020,3,6
Intermountain,18.0,2021,2,3
Intermountain,13.0,2020,12,0
Intermountain,18.0,2021,7,10
Intermountain,,2020,3,13
Intermountain,64.0,2024,6,1
Intermountain,17.0,2021,10,15
Intermountain,17.0,2021,7,7
Intermountain,17.0,2021,6,5
Intermountain,34.0,2022,8,14
Intermountain,58.0,2023,7,6
Intermountain,58.0,2023,4,2
Intermountain,17.0,2021,10,11
Intermountain,17.0,2021,2,13
Intermountain,34.0,2022,5,4
Intermountain,18.0,2021,10,19
Intermountain,57.0,2023,6,12
Intermountain,34.0,2022,1,6
Intermountain,57.0,2023,9,9
Intermountain,,2024,10,18
Intermountain,57.0,2023,5,19
Intermountain,,2024,7,15
Intermountain,13.0,2020,11,5
Intermountain,,2024,8,22
Intermountain,16.0,2021,4,20
Intermountain,58.0,2023,4,5
Intermountain,,2022,2,21
Intermountain,58.0,2023,12,10
Intermountain,64.0,2024,7,15
Intermountain,,2022,8,5
Intermountain,57.0,2023,7,18
Intermountain,,2023,1,15
Intermountain,56.0,2023,5,6
Intermountain,34.0,2022,9,1
Intermountain,,2022,5,4
Intermountain,56.0,2023,7,11
Intermountain,,2024,8,6
Intermountain,,2022,8,22
Intermountain,3.0,2020,2,2
Intermountain,,2022,8,5
Intermountain,,2024,6,7
Intermountain,3.0,2020,6,21
Intermountain,,2024,1,10
Intermountain,,2024,1,23
Intermountain,34.0,2022,7,3
Pacific West,,2024,4,7
Pacific West,34.0,2022,12,14
Pacific West,17.0,2021,7,23
Pacific West,56.0,2023,12,12
Pacific West,56.0,2023,12,21
Pacific West,34.0,2022,1,5
Pacific West,17.0,2021,9,12
Pacific West,34.0,2022,12,10
Pacific West,56.0,2023,2,13
Pacific West,17.0,2021,2,16
Pacific West,17.0,2021,3,22
Pacific West,,2024,5,21
Pacific West,56.0,2023,11,21
Pacific West,56.0,2023,5,10
Pacific West,3.0,2020,3,4
Pacific West,,2024,4,9
Pacific West,,2023,11,13
Pacific West,,2022,12,7
Pacific West,17.0,2021,5,11
Pacific West,17.0,2021,1,6
Pacific West,,2021,8,12
Pacific West,,2021,3,16
Pacific West,,2022,11,2
Pacific West,34.0,2022,11,20
Pacific West,55.0,2023,8,9
Pacific West,3.0,2020,12,10
Pacific West,55.0,2023,5,22
Pacific West,64.0,2024,4,3
Pacific West,,2021,10,9
Pacific West,3.0,2020,6,6
Pacific West,,2022,1,19
Pacific West,,2021,8,13
Pacific West,55.0,2023,2,3
Pacific West,34.0,2022,10,17
Pacific West,3.0,2020,11,16
Pacific West,34.0,2022,6,5
Pacific West,,2024,4,9
Pacific West,64.0,2024,9,22
Pacific West,55.0,2023,10,11
Pacific West,18.0,2021,5,19
Pacific West,4.0,2020,11,22
Pacific West,55.0,2023,11,20
Pacific West,,2021,1,19
Pacific West,55.0,2023,7,14
Pacific West,18.0,2021,7,2
Pacific West,55.0,2023,7,2
Pacific West,4.0,2020,10,14
Pacific West,55.0,2023,5,12
Pacific West,4.0,2020,1,4
Pacific West,4.0,2020,12,11
Pacific West,,2024,1,6
Pacific West,55.0,2023,3,22
Pacific West,55.0,2023,9,20
Pacific West,55.0,2023,7,23
Pacific West,18.0,2021,8,12
Pacific West,17.0,2021,1,13
Pacific West,17.0,2021,7,21
Pacific West,55.0,2023,5,0
Pacific West,56.0,2023,6,19
Pacific West,34.0,2022,5,20
Pacific West,17.0,2021,1,2
Pacific West,17.0,2021,12,10
Pacific West,,2024,10,7
Pacific West,64.0,2024,6,1
Pacific West,57.0,2023,9,10
Pacific West,34.0,2022,2,12
Pacific West,34.0,2022,10,4
Pacific West,34.0,2022,1,11
Pacific West,4.0,2020,12,21
Pacific West,57.0,2023,2,0
Pacific West,,2024,9,22
Pacific West,,2024,6,3
Pacific West,,2022,6,14
Pacific West,34.0,2022,2,22
Pacific West,4.0,2020,5,4
Pacific West,57.0,2023,9,0
Pacific West,34.0,2022,2,10
Pacific West,,2024,9,23
Pacific West,57.0,2023,12,4
Pacific West,5.0,2020,9,1
Pacific West,4.0,2020,6,5
Pacific West,63.0,2024,3,7
Pacific West,4.0,2020,9,6
Pacific West,,2024,5,2
Pacific West,4.0,2020,5,23
Pacific West,,2023,2,10
Pacific West,4.0,2020,11,16
Pacific West,,2021,12,0
Pacific West,57.0,2023,2,3
Pacific West,,2021,2,2
Pacific West,34.0,2022,2,22
Pacific West,,2024,5,8
Pacific West,16.0,2021,8,23
Pacific West,,2020,7,2
Pacific West,,2021,1,18
Pacific West,34.0,2022,9,14
Pacific West,4.0,2020,7,6
Pacific West,4.0,2020,8,16
Pacific West,56.0,2023,3,23
Pacific West,56.0,2023,5,6
Pacific West,34.0,2022,2,0
Pacific West,56.0,2023,7,8
Pacific West,56.0,2023,9,3
Pacific West,,2021,10,5
Pacific West,34.0,2022,7,4
Pacific West,34.0,2022,3,8
Pacific West,3.0,2020,9,2
Pacific West,56.0,2023,12,23
Pacific West,34.0,2022,1,19
Pacific West,34.0,2022,7,11
Pacific West,56.0,2023,6,17
Pacific West,56.0,2023,1,8
Pacific West,34.0,2022,1,16
Pacific West,17.0,2021,8,1
Pacific West,56.0,2023,12,21
Pacific West,63.0,2024,8,14
Pacific West,17.0,2021,12,16
Pacific West,34.0,2022,5,22
Pacific West,1.0,2020,8,0
Pacific West,1.0,2020,3,3
Pacific West,1.0,2020,7,20
Pacific West,56.0,2023,3,8
Pacific West,34.0,2022,8,3
Pacific West,56.0,2023,3,17
Pacific West,56.0,2023,3,1
Pacific West,56.0,2023,6,12
Pacific West,,2023,6,5
Pacific West,1.0,2020,3,13
Pacific West,1.0,2020,9,20
Pacific West,1.0,2020,10,17
Pacific West,,2022,8,3
Pacific West,,2024,1,10
Pacific West,,2024,6,0
Pacific West,35.0,2022,11,9
Pacific West,35.0,2022,3,7
Pacific West,,2023,12,23
Pacific West,1.0,2020,11,11
Pacific West,56.0,2023,5,2
Pacific West,1.0,2020,9,8
Pacific West,1.0,2020,1,3
Pacific West,,2024,8,0
Pacific West,,2024,1,7
Pacific West,,2024,6,0
Pacific West,,2024,4,19
Pacific West,57.0,2023,5,18
Pacific West,,2024,5,21
Pacific West,36.0,2022,2,6
Pacific West,35.0,2022,9,1
Pacific West,56.0,2023,5,21
Pacific West,,2024,6,22
Pacific West,,2024,4,17
Pacific West,,2024,8,12
Pacific West,36.0,2022,6,16
Pacific West,,2021,6,20
Pacific West,1.0,2020,5,11
Pacific West,,2021,3,15
Pacific West,,2023,12,12
Pacific West,56.0,2023,9,17
Pacific West,19.0,2021,7,5
Pacific West,36.0,2022,1,7
Pacific West,19.0,2021,12,3
Pacific West,,2024,4,22
Pacific West,50.0,2023,3,4
Pacific West,55.0,2023,9,14
Northeast,63.0,2024,9,14
Northeast,,2023,2,6
Northeast,,2022,5,4
Northeast,36.0,2022,2,17
Northeast,36.0,2022,10,13
Northeast,36.0,2022,8,17
Northeast,,2024,8,19
Northeast,56.0,2023,2,20
Northeast,36.0,2022,8,10
Northeast,,2024,5,0
Northeast,2.0,2020,12,13
Northeast,2.0,2020,5,1
Northeast,19.0,2021,11,13
Northeast,19.0,2021,2,3
Northeast,3.0,2020,2,5
Northeast,56.0,2023,4,18
Northeast,19.0,2021,10,11
Northeast,,2023,10,23
Northeast,2.0,2020,7,6
Northeast,20.0,2021,4,18
Northeast,,2024,3,17
Northeast,56.0,2023,10,21
Northeast,2.0,2020,7,4
Northeast,36.0,2022,3,0
Northeast,36.0,2022,12,21
Northeast,36.0,2022,11,1
Northeast,,2024,1,23
Northeast,20.0,2021,9,14
Northeast,58.0,2023,8,12
Northeast,,2024,2,13
Northeast,2.0,2020,9,15
Northeast,36.0,2022,7,5
Northeast,,2020,3,10
Northeast,,2021,4,21
Northeast,2.0,2020,1,17
Northeast,70.0,2024,8,1
Northeast,,2024,1,14
Northeast,2.0,2020,8,15
Northeast,5.0,2020,2,14
Northeast,36.0,2022,10,9
Northeast,,2024,8,16
Northeast,19.0,2021,4,17
Northeast,7.0,2020,11,10
Northeast,,2022,4,7
Northeast,,2024,7,6
Northeast,,2022,4,14
Northeast,57.0,2023,10,7
Northeast,18.0,2021,11,14
Northeast,36.0,2022,10,22
Northeast,,2022,5,5
Northeast,,2024,2,3
Northeast,,2022,6,22
Northeast,,2022,11,9
Northeast,,2024,2,19
Northeast,8.0,2020,1,21
Northeast,36.0,2022,10,7
Northeast,70.0,2024,6,6
Northeast,58.0,2023,9,10
Northeast,7.0,2020,6,1
Northeast,58.0,2023,7,5
Northeast,70.0,2024,9,17
Northeast,36.0,2022,12,6
Northeast,18.0,2021,8,18
Northeast,18.0,2021,8,15
Northeast,,2024,4,13
Northeast,57.0,2023,1,19
Northeast,18.0,2021,12,8
Northeast,7.0,2020,7,10
Northeast,7.0,2020,8,13
Northeast,57.0,2023,8,6
Northeast,,2024,7,1
Northeast,,2024,1,21
Northeast,18.0,2021,2,20
Northeast,,2020,5,5
Northeast,,2024,5,20
Northeast,7.0,2020,9,9
Northeast,18.0,2021,2,2
Pacific West,7.0,2020,5,7
Pacific West,,2024,1,23
Pacific West,50.0,2023,5,16
Pacific West,18.0,2021,2,7
Pacific West,,2024,10,21
Pacific West,47.0,2023,12,8
Pacific West,19.0,2021,6,17
Pacific West,,2024,7,14
Pacific West,,2024,3,9
Pacific West,,2024,1,20
Pacific West,36.0,2022,8,22
Pacific West,,2022,2,2
Pacific West,,2023,1,21
Pacific West,45.0,2023,9,2
Pacific West,7.0,2020,7,12
Pacific West,,2024,4,16
Pacific West,,2023,12,21
Pacific West,,2022,3,21
Pacific West,36.0,2022,2,15
Pacific West,,2024,6,7
Pacific West,45.0,2023,4,2
Pacific West,45.0,2023,9,18
Pacific West,9.0,2020,11,18
Pacific West,9.0,2020,10,18
Pacific West,36.0,2022,12,9
Pacific West,70.0,2024,3,6
Pacific West,36.0,2022,1,16
Pacific West,45.0,2023,5,21
Pacific West,70.0,2024,4,15
Pacific West,44.0,2023,9,14
Pacific West,,2023,9,12
Pacific West,70.0,2024,4,14
Pacific West,9.0,2020,12,3
Pacific West,19.0,2021,1,23
Pacific West,44.0,2023,12,17
Pacific West,,2021,3,15
Pacific West,,2024,5,1
Pacific West,,2021,2,19
Pacific West,,2020,7,15
Pacific West,,2022,12,19
Pacific West,45.0,2023,6,11
Pacific West,,2024,7,2
Pacific West,18.0,2021,9,8
Pacific West,37.0,2022,5,10
Pacific West,37.0,2022,12,17
Pacific West,,2024,7,21
Pacific West,,2024,2,18
Pacific West,8.0,2020,9,19
Pacific West,46.0,2023,6,0
Pacific West,69.0,2024,6,23
